# exported by xylib from a canberra_cnf file

### block #0 Sample title.
# date and time: Fri, 2015-10-23 13:12:44
# energy calib 0: 0
# energy calib 1: 0.125
# energy calib 2: 0
# live time (s): 10163.48
# real time (s): 11770.50
# column_1	column_2
0.125000	0.000000
0.250000	0.000000
0.375000	0.000000
0.500000	0.000000
0.625000	0.000000
0.750000	0.000000
0.875000	0.000000
1.000000	0.000000
1.125000	0.000000
1.250000	0.000000
1.375000	0.000000
1.500000	0.000000
1.625000	0.000000
1.750000	0.000000
1.875000	0.000000
2.000000	0.000000
2.125000	0.000000
2.250000	0.000000
2.375000	0.000000
2.500000	0.000000
2.625000	0.000000
2.750000	0.000000
2.875000	0.000000
3.000000	0.000000
3.125000	0.000000
3.250000	0.000000
3.375000	0.000000
3.500000	0.000000
3.625000	0.000000
3.750000	0.000000
3.875000	0.000000
4.000000	0.000000
4.125000	0.000000
4.250000	0.000000
4.375000	17.000000
4.500000	7101.000000
4.625000	69657.000000
4.750000	117119.000000
4.875000	205680.000000
5.000000	349196.000000
5.125000	429643.000000
5.250000	505972.000000
5.375000	549361.000000
5.500000	551109.000000
5.625000	503215.000000
5.750000	429417.000000
5.875000	462549.000000
6.000000	370451.000000
6.125000	310944.000000
6.250000	270881.000000
6.375000	234945.000000
6.500000	202931.000000
6.625000	174284.000000
6.750000	149207.000000
6.875000	126778.000000
7.000000	108127.000000
7.125000	91773.000000
7.250000	77407.000000
7.375000	65104.000000
7.500000	54580.000000
7.625000	45457.000000
7.750000	37597.000000
7.875000	30749.000000
8.000000	25271.000000
8.125000	20448.000000
8.250000	16771.000000
8.375000	13728.000000
8.500000	10996.000000
8.625000	8943.000000
8.750000	7092.000000
8.875000	5719.000000
9.000000	4613.000000
9.125000	3612.000000
9.250000	2916.000000
9.375000	2359.000000
9.500000	1931.000000
9.625000	1504.000000
9.750000	1341.000000
9.875000	1161.000000
10.000000	929.000000
10.125000	774.000000
10.250000	656.000000
10.375000	578.000000
10.500000	506.000000
10.625000	490.000000
10.750000	458.000000
10.875000	408.000000
11.000000	377.000000
11.125000	417.000000
11.250000	383.000000
11.375000	360.000000
11.500000	319.000000
11.625000	315.000000
11.750000	304.000000
11.875000	334.000000
12.000000	283.000000
12.125000	311.000000
12.250000	283.000000
12.375000	256.000000
12.500000	268.000000
12.625000	270.000000
12.750000	251.000000
12.875000	254.000000
13.000000	249.000000
13.125000	222.000000
13.250000	226.000000
13.375000	215.000000
13.500000	215.000000
13.625000	195.000000
13.750000	180.000000
13.875000	172.000000
14.000000	206.000000
14.125000	218.000000
14.250000	191.000000
14.375000	154.000000
14.500000	164.000000
14.625000	157.000000
14.750000	176.000000
14.875000	156.000000
15.000000	165.000000
15.125000	156.000000
15.250000	136.000000
15.375000	156.000000
15.500000	149.000000
15.625000	157.000000
15.750000	150.000000
15.875000	161.000000
16.000000	154.000000
16.125000	167.000000
16.250000	151.000000
16.375000	164.000000
16.500000	166.000000
16.625000	167.000000
16.750000	163.000000
16.875000	160.000000
17.000000	158.000000
17.125000	164.000000
17.250000	183.000000
